011-0a.fmr
011-0c.fmr
26
0 1
4 3
9 9
13 10
19 13
23 15
21 17
26 20
24 19
23 24
23 21
21 23
19 21
9 20
0 9
17 16
9 9
13 15
10 12
11 11
8 8
7 7
6 5
5 6
3 2
1 4
