004-2c.fmr
004-2d.fmr
36
29 24
32 25
33 27
41 35
43 39
47 42
45 41
45 43
41 46
43 48
39 36
33 36
29 39
27 20
22 17
19 12
11 9
21 14
15 11
9 7
5 1
4 0
6 2
7 3
10 6
8 5
12 8
17 10
24 16
4 22
10 21
11 10
11 22
6 23
17 19
4 18
