006-1a.fmr
006-1b.fmr
29
27 27
27 30
27 29
27 28
25 25
25 26
23 24
23 23
21 22
20 20
18 18
17 17
17 19
16 16
14 13
13 14
9 10
11 12
11 15
11 11
8 8
4 5
6 7
7 9
5 6
3 4
2 3
1 2
0 0
